predict_type,known_columns,num_known_columns,secret_column,predicted_value,true_value,prediction,base_confidence,attack_confidence
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.038
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,1.0
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.917
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,0.99,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.486
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.944
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.033
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.833
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.143
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,True,False,,0.01
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.5
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.135
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,0.9907897294335954,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,1.0
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.472
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.006
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.039
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,1.0,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.486
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,0.9970815434718141,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.243
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,0.96,
attack,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,,0.324
base,"[""ANAPHYLAXIS"", ""ARTCO2"", ""BP"", ""CATECHOL"", ""CO"", ""CVP"", ""DISCONNECT"", ""ERRCAUTER"", ""ERRLOWOUTPUT"", ""EXPCO2"", ""FIO2"", ""HR"", ""HRBP"", ""HREKG"", ""HRSAT"", ""HYPOVOLEMIA"", ""INSUFFANESTH"", ""INTUBATION"", ""KINKEDTUBE"", ""LVEDVOLUME"", ""LVFAILURE"", ""MINVOL"", ""MINVOLSET"", ""PAP"", ""PCWP"", ""PRESS"", ""PULMEMBOLUS"", ""PVSAT"", ""SAO2"", ""SHUNT"", ""STROKEVOLUME"", ""TPR"", ""VENTALV"", ""VENTLUNG"", ""VENTMACH"", ""VENTTUBE""]",36,HISTORY,False,False,True,0.9535983901565378,
