predict_type,known_columns,num_known_columns,secret_column,predicted_value,true_value,prediction,base_confidence,attack_confidence
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[233148.0, 306769.0)",True,,0.997
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[12285.0, 85906.0)",True,0.66,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.837
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,0.28,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,,0.998
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.6579999999999999,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.998
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.39,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,,0.994
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[233148.0, 306769.0)",False,0.34299999999999997,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,,0.856
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,0.63,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[159527.0, 233148.0)",False,,1.0
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,0.3215,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,,0.999
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.34,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[380390.0, 454011.0)","[233148.0, 306769.0)",False,,0.983
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.6283809523809524,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,,0.991
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,0.462,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,,0.918
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[306769.0, 380390.0)",False,0.38,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,,0.857
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[12285.0, 85906.0)",False,0.5533333333333332,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.996
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[233148.0, 306769.0)",False,0.5,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[12285.0, 85906.0)",False,,0.996
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,0.7303727106227106,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[159527.0, 233148.0)",False,,0.994
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,0.68,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[12285.0, 85906.0)",False,,0.998
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[306769.0, 380390.0)",False,0.37833333333333335,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[12285.0, 85906.0)",False,,0.992
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.5,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,,0.985
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[12285.0, 85906.0)",False,0.665,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[306769.0, 380390.0)",False,,0.979
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.615,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[306769.0, 380390.0)","[85906.0, 159527.0)",False,,0.999
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[306769.0, 380390.0)",False,0.7588333333333332,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,,0.563
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.46,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[306769.0, 380390.0)",False,,1.0
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[12285.0, 85906.0)",True,0.42,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.886
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[306769.0, 380390.0)","[85906.0, 159527.0)",False,0.33,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[380390.0, 454011.0)","[12285.0, 85906.0)",False,,0.834
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[12285.0, 85906.0)",False,0.2966666666666667,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,,0.998
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[85906.0, 159527.0)",False,0.24333333333333335,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[454011.0, 527632.0)","[85906.0, 159527.0)",False,,0.911
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,0.37183333333333335,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,,0.872
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[233148.0, 306769.0)",False,0.35,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,,0.222
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,0.424,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[159527.0, 233148.0)",False,,0.975
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[380390.0, 454011.0)",False,0.38,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,,0.998
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[306769.0, 380390.0)",False,0.6356428571428572,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,,0.999
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.48666666666666664,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[306769.0, 380390.0)",False,,0.955
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[159527.0, 233148.0)",False,0.6421904761904762,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[233148.0, 306769.0)",True,,0.999
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.355,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[12285.0, 85906.0)",False,,0.989
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.49,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,,0.464
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[12285.0, 85906.0)",False,0.6,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,,0.998
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,0.33,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[12285.0, 85906.0)",True,,0.914
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[233148.0, 306769.0)",True,0.3,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[306769.0, 380390.0)","[306769.0, 380390.0)",True,,1.0
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[233148.0, 306769.0)",False,0.3426666666666667,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[306769.0, 380390.0)",False,,0.959
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,0.47,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[12285.0, 85906.0)","[12285.0, 85906.0)",True,,0.915
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.40333333333333327,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[159527.0, 233148.0)",False,,0.056
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[306769.0, 380390.0)",False,0.3925,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[233148.0, 306769.0)",False,,0.853
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[159527.0, 233148.0)",True,0.56,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[85906.0, 159527.0)",True,,0.961
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[233148.0, 306769.0)",False,0.41,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[85906.0, 159527.0)","[233148.0, 306769.0)",False,,0.996
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[12285.0, 85906.0)",False,0.76,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[306769.0, 380390.0)","[85906.0, 159527.0)",False,,0.25
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[85906.0, 159527.0)",False,0.435,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[233148.0, 306769.0)",False,,0.922
base,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[159527.0, 233148.0)","[12285.0, 85906.0)",False,0.6038571428571429,
attack,"[""age"", ""capital-gain"", ""capital-loss"", ""education"", ""education-num"", ""hours-per-week"", ""label"", ""marital-status"", ""native-country"", ""occupation"", ""race"", ""relationship"", ""sex"", ""workclass""]",14,fnlwgt__discretized,"[233148.0, 306769.0)","[233148.0, 306769.0)",True,,0.99
